"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.176",44573,"41.177.202.202",53,2,404,1,89,1,315,27.632701,0.00017399999999767601,0,0
"41.177.26.176",44574,"41.177.202.202",53,2,390,1,98,1,292,27.633402,0.0001619999999995514,0,0
"41.177.26.176",44575,"41.177.202.202",53,2,390,1,98,1,292,27.634306,0.0001390000000007774,0,0
"41.177.26.176",44576,"41.177.202.202",53,2,404,1,89,1,315,27.646349999999998,0.00015600000000048908,0,0
"41.177.26.176",44577,"41.177.202.202",53,2,390,1,98,1,292,27.647253,0.00014799999999937086,0,0
"41.177.26.176",44578,"41.177.202.202",53,2,390,1,98,1,292,27.648255,0.00013300000000171508,0,0
"41.177.26.176",44579,"41.177.202.202",53,2,404,1,89,1,315,27.784218,0.0001660000000001105,0,0
"41.177.26.176",44580,"41.177.202.202",53,2,390,1,98,1,292,27.784872,0.00014799999999937086,0,0
"41.177.26.176",44581,"41.177.202.202",53,2,390,1,98,1,292,27.785842,0.00015600000000048908,0,0
"41.177.26.176",44582,"41.177.202.202",53,2,319,1,87,1,232,27.852343,0.0001679999999986137,0,0
"41.177.26.176",44583,"41.177.202.202",53,2,404,1,89,1,315,27.86891,0.00016300000000057935,0,0
"41.177.26.176",44584,"41.177.202.202",53,2,390,1,98,1,292,27.869554,0.0001449999999998397,0,0
"41.177.26.176",44585,"41.177.202.202",53,2,390,1,98,1,292,27.870412,0.00014399999999881175,0,0
"41.177.26.176",44586,"41.177.202.202",53,2,346,1,90,1,256,27.880883,0.00014999999999787406,0,0
"41.177.26.176",44587,"41.177.202.202",53,2,319,1,87,1,232,27.881432,0.00013999999999825263,0,0
"41.177.26.176",44588,"41.177.202.202",53,2,319,1,87,1,232,27.882431,0.00013200000000068712,0,0
"41.177.26.176",44589,"41.177.202.202",53,2,319,1,87,1,232,27.917143,0.00013099999999965917,0,0
"41.177.26.176",44590,"41.177.202.202",53,2,346,1,90,1,256,27.920569,0.00014799999999937086,0,0
"41.177.26.176",44591,"41.177.202.202",53,2,319,1,87,1,232,27.921118,0.00013699999999872148,0,0
"41.177.26.176",44592,"41.177.202.202",53,2,319,1,87,1,232,27.921974,0.0001370000000022742,0,0
"41.177.26.176",44593,"41.177.202.202",53,2,319,1,87,1,232,27.927633,0.00014399999999881175,0,0
"41.177.26.176",44594,"41.177.202.202",53,2,346,1,90,1,256,27.930790000000002,0.00012100000000003774,0,0
"41.177.26.176",44595,"41.177.202.202",53,2,319,1,87,1,232,27.931384,0.000128000000000128,0,0
"41.177.26.176",44596,"41.177.202.202",53,2,319,1,87,1,232,27.932293,0.00012899999999760325,0,0
"41.177.26.176",44597,"41.177.202.202",53,2,404,1,89,1,315,27.953155,0.00017000000000066962,0,0
"41.177.26.176",44598,"41.177.202.202",53,2,390,1,98,1,292,27.953755,0.00015399999999843317,0,0
"41.177.26.176",44599,"41.177.202.202",53,2,390,1,98,1,292,27.954892,0.0001469999999983429,0,0
"41.177.26.176",44600,"41.177.202.202",53,2,364,1,88,1,276,27.984114,0.0001639999999980546,0,0
"41.177.26.176",44601,"41.177.202.202",53,2,349,1,95,1,254,27.984805,0.0001449999999998397,0,0
"41.177.26.176",44602,"41.177.202.202",53,2,349,1,95,1,254,27.985876,0.00015199999999992997,0,0
"41.177.26.176",44603,"41.177.202.202",53,2,404,1,89,1,315,28.011405,0.00015300000000095793,0,0
"41.177.26.176",44604,"41.177.202.202",53,2,390,1,98,1,292,28.012072,0.00015199999999992997,0,0
"41.177.26.176",44605,"41.177.202.202",53,2,390,1,98,1,292,28.012992,0.0001429999999977838,0,0
"41.177.26.176",44606,"41.177.202.202",53,2,404,1,89,1,315,28.023129,0.0001490000000003988,0,0
"41.177.26.176",44607,"41.177.202.202",53,2,390,1,98,1,292,28.023729,0.00013799999999974943,0,0
"41.177.26.176",44608,"41.177.202.202",53,2,390,1,98,1,292,28.024567,0.0001469999999983429,0,0
"41.177.26.176",44609,"41.177.202.202",53,2,404,1,89,1,315,28.213522,0.00016499999999908255,0,0
"41.177.26.176",44610,"41.177.202.202",53,2,390,1,98,1,292,28.214173,0.00015300000000095793,0,0
"41.177.26.176",44611,"41.177.202.202",53,2,390,1,98,1,292,28.215053,0.00015600000000048908,0,0
"41.177.26.176",44612,"41.177.202.202",53,2,334,1,90,1,244,28.253051,0.00016800000000216642,0,0
"41.177.26.176",44613,"41.177.202.202",53,2,376,1,91,1,285,28.254164,0.0001490000000003988,0,0
"41.177.26.176",44614,"41.177.202.202",53,2,376,1,91,1,285,28.255357,0.0001299999999986312,0,0
"41.177.26.176",44615,"41.177.202.202",53,2,404,1,89,1,315,28.331558,0.00016699999999758575,0,0
"41.177.26.176",44616,"41.177.202.202",53,2,390,1,98,1,292,28.332205,0.00014500000000339242,0,0
"41.177.26.176",44617,"41.177.202.202",53,2,390,1,98,1,292,28.333434,0.00014399999999881175,0,0
"41.177.26.176",44618,"41.177.202.202",53,2,404,1,89,1,315,28.33556,0.000150999999998902,0,0
"41.177.26.176",44619,"41.177.202.202",53,2,390,1,98,1,292,28.336246,0.0001390000000007774,0,0
"41.177.26.176",44620,"41.177.202.202",53,2,390,1,98,1,292,28.337107,0.00017499999999870397,0,0
"41.177.26.176",44621,"41.177.202.202",53,2,404,1,89,1,315,28.423865,0.00017500000000225668,0,0
"41.177.26.176",44622,"41.177.202.202",53,2,390,1,98,1,292,28.425021,0.0001639999999980546,0,0
"41.177.26.176",44623,"41.177.202.202",53,2,390,1,98,1,292,28.426256,0.00016500000000263526,0,0
"41.177.26.176",44624,"41.177.202.202",53,2,319,1,87,1,232,28.511592,0.00014799999999937086,0,0
"41.177.26.176",44625,"41.177.202.202",53,2,346,1,90,1,256,28.540174,0.0001490000000003988,0,0
"41.177.26.176",44626,"41.177.202.202",53,2,319,1,87,1,232,28.540878,0.00013600000000124624,0,0
"41.177.26.176",44627,"41.177.202.202",53,2,319,1,87,1,232,28.541852,0.00021000000000270802,0,0
"41.177.26.176",44628,"41.177.202.202",53,2,404,1,89,1,315,28.547394,0.00017300000000020077,0,0
"41.177.26.176",44629,"41.177.202.202",53,2,390,1,98,1,292,28.548014,0.00014600000000086766,0,0
"41.177.26.176",44630,"41.177.202.202",53,2,390,1,98,1,292,28.549276,0.00014700000000189561,0,0
"41.177.26.176",44631,"41.177.202.202",53,2,319,1,87,1,232,28.557762,0.00011899999999798183,0,0
"41.177.26.176",44632,"41.177.202.202",53,2,346,1,90,1,256,28.561121,0.0001600000000010482,0,0
"41.177.26.176",44633,"41.177.202.202",53,2,319,1,87,1,232,28.561954,0.0001430000000013365,0,0
"41.177.26.176",44634,"41.177.202.202",53,2,319,1,87,1,232,28.563035,0.00013300000000171508,0,0
"41.177.26.176",44635,"41.177.202.202",53,2,319,1,87,1,232,28.569077,0.00015000000000142677,0,0
"41.177.26.176",44636,"41.177.202.202",53,2,346,1,90,1,256,28.571988,0.00014599999999731494,0,0
"41.177.26.176",44637,"41.177.202.202",53,2,319,1,87,1,232,28.572577,0.00014000000000180535,0,0
"41.177.26.176",44638,"41.177.202.202",53,2,319,1,87,1,232,28.573493,0.0001370000000022742,0,0
"41.177.26.176",44639,"41.177.202.202",53,2,404,1,89,1,315,28.671998,0.00015900000000002024,0,0
"41.177.26.176",44640,"41.177.202.202",53,2,390,1,98,1,292,28.672647,0.0002769999999969741,0,0
"41.177.26.176",44641,"41.177.202.202",53,2,390,1,98,1,292,28.673719,0.00015400000000198588,0,0
"41.177.26.176",44642,"41.177.202.202",53,2,319,1,87,1,232,28.751089,0.00016300000000057935,0,0
"41.177.26.176",44643,"41.177.202.202",53,2,346,1,90,1,256,28.781705,0.0001490000000003988,0,0
"41.177.26.176",44644,"41.177.202.202",53,2,319,1,87,1,232,28.782293,0.00013000000000218392,0,0
"41.177.26.176",44645,"41.177.202.202",53,2,319,1,87,1,232,28.783164,0.00012699999999910005,0,0
"41.177.26.176",44646,"41.177.202.202",53,2,319,1,87,1,232,28.819145,0.0001640000000016073,0,0
"41.177.26.176",44647,"41.177.202.202",53,2,346,1,90,1,256,28.822692,0.00013600000000124624,0,0
"41.177.26.176",44648,"41.177.202.202",53,2,319,1,87,1,232,28.823253,0.00013500000000021828,0,0
"41.177.26.176",44649,"41.177.202.202",53,2,319,1,87,1,232,28.824094,0.00015199999999992997,0,0
"41.177.26.176",44650,"41.177.202.202",53,2,319,1,87,1,232,28.832741,0.0001370000000022742,0,0
"41.177.26.176",44651,"41.177.202.202",53,2,346,1,90,1,256,28.837085,0.00015700000000151704,0,0
"41.177.26.176",44652,"41.177.202.202",53,2,319,1,87,1,232,28.837684,0.0001430000000013365,0,0
"41.177.26.176",44653,"41.177.202.202",53,2,319,1,87,1,232,28.838549,0.00013600000000124624,0,0
"41.177.26.176",44654,"41.177.202.202",53,2,404,1,89,1,315,29.010068,0.00017700000000075988,0,0
"41.177.26.176",44655,"41.177.202.202",53,2,390,1,98,1,292,29.01073,0.00015900000000002024,0,0
"41.177.26.176",44656,"41.177.202.202",53,2,390,1,98,1,292,29.011703,0.0001449999999998397,0,0
"41.177.26.176",44657,"41.177.202.202",53,2,319,1,87,1,232,29.059044,0.00013799999999974943,0,0
"41.177.26.176",44658,"41.177.202.202",53,2,346,1,90,1,256,29.087023,0.0001430000000013365,0,0
"41.177.26.176",44659,"41.177.202.202",53,2,319,1,87,1,232,29.087579,0.0001529999999974052,0,0
"41.177.26.176",44660,"41.177.202.202",53,2,319,1,87,1,232,29.088556,0.00019400000000047157,0,0
"41.177.26.176",44661,"41.177.202.202",53,2,451,1,91,1,360,29.097436,0.00019600000000252749,0,0
"41.177.26.176",44662,"41.177.202.202",53,2,634,1,81,1,553,29.098148,0.00020900000000168006,0,0
"41.177.26.176",44663,"41.177.202.202",53,2,634,1,81,1,553,29.099154,0.000257000000001284,0,0
"41.177.26.176",44664,"41.177.202.202",53,2,319,1,87,1,232,29.109074,0.00015799999999899228,0,0
"41.177.26.176",44665,"41.177.202.202",53,2,319,1,87,1,232,29.123259,0.000128000000000128,0,0
"41.177.26.176",44666,"41.177.202.202",53,2,346,1,90,1,256,29.125799,0.00015699999999796432,0,0
"41.177.26.176",44667,"41.177.202.202",53,2,319,1,87,1,232,29.126387,0.00015699999999796432,0,0
"41.177.26.176",44668,"41.177.202.202",53,2,319,1,87,1,232,29.127201,0.00014000000000180535,0,0
"41.177.26.176",44669,"41.177.202.202",53,2,404,1,89,1,315,29.128008,0.00015499999999946112,0,0
"41.177.26.176",44670,"41.177.202.202",53,2,390,1,98,1,292,29.128604,0.00013500000000021828,0,0
"41.177.26.176",44671,"41.177.202.202",53,2,390,1,98,1,292,29.129466,0.00013599999999769352,0,0
"41.177.26.176",44672,"41.177.202.202",53,2,319,1,87,1,232,29.133194,0.0001409999999992806,0,0
"41.177.26.176",44673,"41.177.202.202",53,2,404,1,89,1,315,29.134214,0.00019400000000047157,0,0
"41.177.26.176",44674,"41.177.202.202",53,2,390,1,98,1,292,29.134949,0.0001490000000003988,0,0
"41.177.26.176",44675,"41.177.202.202",53,2,346,1,90,1,256,29.135823,0.00014700000000189561,0,0
"41.177.26.176",44676,"41.177.202.202",53,2,390,1,98,1,292,29.135944,0.00020700000000317686,0,0
"41.177.26.176",44677,"41.177.202.202",53,2,319,1,87,1,232,29.136373,0.00013500000000021828,0,0
"41.177.26.176",44679,"41.177.202.202",53,2,319,1,87,1,232,29.137548,0.00014200000000030855,0,0
"41.177.26.176",44678,"41.177.202.202",53,2,346,1,90,1,256,29.137627,0.00016900000000319437,0,0
"41.177.26.176",44680,"41.177.202.202",53,2,319,1,87,1,232,29.138283,0.0001490000000003988,0,0
"41.177.26.176",44681,"41.177.202.202",53,2,319,1,87,1,232,29.139318,0.00011600000000200339,0,0
"41.177.26.176",44682,"41.177.202.202",53,2,404,1,89,1,315,29.141702,0.00013500000000021828,0,0
"41.177.26.176",44683,"41.177.202.202",53,2,390,1,98,1,292,29.142304,0.00014400000000236446,0,0
"41.177.26.176",44684,"41.177.202.202",53,2,390,1,98,1,292,29.143198,0.0001619999999995514,0,0
"41.177.26.176",44685,"41.177.202.202",53,2,404,1,89,1,315,29.167779,0.0001390000000007774,0,0
"41.177.26.176",44686,"41.177.202.202",53,2,390,1,98,1,292,29.168414,0.00014700000000189561,0,0
"41.177.26.176",44687,"41.177.202.202",53,2,390,1,98,1,292,29.169352,0.0001469999999983429,0,0
"41.177.26.176",44688,"41.177.202.202",53,2,319,1,87,1,232,29.179421,0.00012499999999704414,0,0
"41.177.26.176",44689,"41.177.202.202",53,2,346,1,90,1,256,29.182878,0.0001220000000010657,0,0
"41.177.26.176",44690,"41.177.202.202",53,2,319,1,87,1,232,29.183381,0.00014799999999937086,0,0
"41.177.26.176",44691,"41.177.202.202",53,2,319,1,87,1,232,29.184723,0.000150999999998902,0,0
"41.177.26.176",44692,"41.177.202.202",53,2,319,1,87,1,232,29.190804,0.00011800000000050659,0,0
"41.177.26.176",44693,"41.177.202.202",53,2,346,1,90,1,256,29.193312,0.00013200000000068712,0,0
"41.177.26.176",44694,"41.177.202.202",53,2,319,1,87,1,232,29.193848,0.00013799999999974943,0,0
"41.177.26.176",44695,"41.177.202.202",53,2,319,1,87,1,232,29.194959,0.0001429999999977838,0,0
"41.177.26.176",44696,"41.177.202.202",53,2,319,1,87,1,232,29.302906,0.00014799999999937086,0,0
"41.177.26.176",44697,"41.177.202.202",53,2,364,1,88,1,276,29.316775,0.0001679999999986137,0,0
"41.177.26.176",44698,"41.177.202.202",53,2,349,1,95,1,254,29.31758,0.00015400000000198588,0,0
"41.177.26.176",44699,"41.177.202.202",53,2,349,1,95,1,254,29.318681,0.00013799999999974943,0,0
"41.177.26.176",44700,"41.177.202.202",53,2,346,1,90,1,256,29.332599,0.00015100000000245473,0,0
"41.177.26.176",44701,"41.177.202.202",53,2,319,1,87,1,232,29.333126,0.0001490000000003988,0,0
"41.177.26.176",44702,"41.177.202.202",53,2,319,1,87,1,232,29.33401,0.0001390000000007774,0,0
"41.177.26.176",44703,"41.177.202.202",53,2,404,1,89,1,315,29.369337,0.0001679999999986137,0,0
"41.177.26.176",44704,"41.177.202.202",53,2,390,1,98,1,292,29.369943,0.00015400000000198588,0,0
"41.177.26.176",44705,"41.177.202.202",53,2,390,1,98,1,292,29.370868,0.00014799999999937086,0,0
"41.177.26.176",44706,"41.177.202.202",53,2,319,1,87,1,232,29.373463,0.00019999999999953388,0,0
"41.177.26.176",44707,"41.177.202.202",53,2,346,1,90,1,256,29.378072,0.00015300000000095793,0,0
"41.177.26.176",44708,"41.177.202.202",53,2,319,1,87,1,232,29.378821,0.00013500000000021828,0,0
"41.177.26.176",44709,"41.177.202.202",53,2,319,1,87,1,232,29.380482,0.00013999999999825263,0,0
"41.177.26.176",44710,"41.177.202.202",53,2,319,1,87,1,232,29.387084,0.0001409999999992806,0,0
"41.177.26.176",44711,"41.177.202.202",53,2,346,1,90,1,256,29.389972,0.00015000000000142677,0,0
"41.177.26.176",44712,"41.177.202.202",53,2,319,1,87,1,232,29.390527,0.0001390000000007774,0,0
"41.177.26.176",44713,"41.177.202.202",53,2,319,1,87,1,232,29.391388,0.0001390000000007774,0,0
"41.177.26.176",44714,"41.177.202.202",53,2,319,1,87,1,232,29.397965,0.0001490000000003988,0,0
"41.177.26.176",44715,"41.177.202.202",53,2,404,1,89,1,315,29.420696,0.00016300000000057935,0,0
"41.177.26.176",44716,"41.177.202.202",53,2,390,1,98,1,292,29.421272,0.00015600000000048908,0,0
"41.177.26.176",44717,"41.177.202.202",53,2,390,1,98,1,292,29.422136,0.0001660000000001105,0,0
"41.177.26.176",44718,"41.177.202.202",53,2,346,1,90,1,256,29.425547,0.00013999999999825263,0,0
"41.177.26.176",44719,"41.177.202.202",53,2,319,1,87,1,232,29.426835,0.00013999999999825263,0,0
"41.177.26.176",44720,"41.177.202.202",53,2,319,1,87,1,232,29.427931,0.0001429999999977838,0,0
"41.177.26.176",44721,"41.177.202.202",53,2,319,1,87,1,232,29.443612,0.00013699999999872148,0,0
"41.177.26.176",44722,"41.177.202.202",53,2,346,1,90,1,256,29.448097,0.00013699999999872148,0,0
"41.177.26.176",44723,"41.177.202.202",53,2,319,1,87,1,232,29.448756,0.00013099999999965917,0,0
"41.177.26.176",44724,"41.177.202.202",53,2,319,1,87,1,232,29.449636,0.0001319999999971344,0,0
"41.177.26.176",44725,"41.177.202.202",53,2,319,1,87,1,232,29.457638,0.00014000000000180535,0,0
"41.177.26.176",44726,"41.177.202.202",53,2,346,1,90,1,256,29.460395,0.0001490000000003988,0,0
"41.177.26.176",44727,"41.177.202.202",53,2,319,1,87,1,232,29.460971,0.00013999999999825263,0,0
"41.177.26.176",44728,"41.177.202.202",53,2,319,1,87,1,232,29.461823,0.00013500000000021828,0,0
"41.177.26.176",44729,"41.177.202.202",53,2,404,1,89,1,315,29.481073,0.00016500000000263526,0,0
"41.177.26.176",44730,"41.177.202.202",53,2,390,1,98,1,292,29.481679,0.00014799999999937086,0,0
"41.177.26.176",44731,"41.177.202.202",53,2,390,1,98,1,292,29.482556,0.00015300000000095793,0,0
"41.177.26.176",44732,"41.177.202.202",53,2,319,1,87,1,232,29.645559,0.00015000000000142677,0,0
"41.177.26.176",44733,"41.177.202.202",53,2,404,1,89,1,315,29.656544,0.00016300000000057935,0,0
"41.177.26.176",44734,"41.177.202.202",53,2,390,1,98,1,292,29.657319,0.0001469999999983429,0,0
"41.177.26.176",44735,"41.177.202.202",53,2,390,1,98,1,292,29.658265,0.00021200000000121122,0,0
"41.177.26.176",44736,"41.177.202.202",53,2,346,1,90,1,256,29.673791,0.00015699999999796432,0,0
"41.177.26.176",44737,"41.177.202.202",53,2,319,1,87,1,232,29.674361,0.00013699999999872148,0,0
"41.177.26.176",44738,"41.177.202.202",53,2,319,1,87,1,232,29.675266,0.00013399999999919032,0,0
"41.177.26.176",44739,"41.177.202.202",53,2,319,1,87,1,232,29.710424,0.00014399999999881175,0,0
"41.177.26.176",44740,"41.177.202.202",53,2,346,1,90,1,256,29.713769,0.00014400000000236446,0,0
"41.177.26.176",44741,"41.177.202.202",53,2,319,1,87,1,232,29.714331,0.00014599999999731494,0,0
"41.177.26.176",44742,"41.177.202.202",53,2,319,1,87,1,232,29.715191,0.00016300000000057935,0,0
"41.177.26.176",44743,"41.177.202.202",53,2,319,1,87,1,232,29.720776,0.00014399999999881175,0,0
"41.177.26.176",44744,"41.177.202.202",53,2,346,1,90,1,256,29.72347,0.00016800000000216642,0,0
"41.177.26.176",44745,"41.177.202.202",53,2,319,1,87,1,232,29.724115,0.0001429999999977838,0,0
"41.177.26.176",44746,"41.177.202.202",53,2,319,1,87,1,232,29.725036,0.00013399999999919032,0,0
"41.177.26.176",44747,"41.177.202.202",53,2,404,1,89,1,315,29.825458,0.00016499999999908255,0,0
"41.177.26.176",44748,"41.177.202.202",53,2,390,1,98,1,292,29.826102,0.00015000000000142677,0,0
"41.177.26.176",44749,"41.177.202.202",53,2,390,1,98,1,292,29.826995,0.000150999999998902,0,0
"41.177.26.176",44750,"41.177.202.202",53,2,404,1,89,1,315,29.93617,0.00022599999999783904,0,0
"41.177.26.176",44751,"41.177.202.202",53,2,390,1,98,1,292,29.936866,0.00014700000000189561,0,0
"41.177.26.176",44752,"41.177.202.202",53,2,390,1,98,1,292,29.937776,0.0001490000000003988,0,0
"41.177.26.176",44753,"41.177.202.202",53,2,404,1,89,1,315,29.976613,0.00016899999999964166,0,0
"41.177.26.176",44754,"41.177.202.202",53,2,390,1,98,1,292,29.97722,0.00015100000000245473,0,0
"41.177.26.176",44755,"41.177.202.202",53,2,390,1,98,1,292,29.978102,0.0001430000000013365,0,0
"41.177.26.176",44756,"41.177.202.202",53,2,404,1,89,1,315,30.053012,0.00018599999999935335,0,0
"41.177.26.176",44757,"41.177.202.202",53,2,390,1,98,1,292,30.053632,0.0001660000000001105,0,0
"41.177.26.176",44758,"41.177.202.202",53,2,390,1,98,1,292,30.054643,0.00014000000000180535,0,0
"41.177.26.176",44759,"41.177.202.202",53,2,404,1,89,1,315,30.141866,0.00015300000000095793,0,0
"41.177.26.176",44760,"41.177.202.202",53,2,390,1,98,1,292,30.142503,0.0001449999999998397,0,0
"41.177.26.176",44761,"41.177.202.202",53,2,390,1,98,1,292,30.143413,0.00013099999999965917,0,0
"41.177.26.176",44762,"41.177.202.202",53,2,404,1,89,1,315,30.173688,0.00017300000000020077,0,0
"41.177.26.176",44763,"41.177.202.202",53,2,390,1,98,1,292,30.174393,0.00015500000000301384,0,0
"41.177.26.176",44764,"41.177.202.202",53,2,390,1,98,1,292,30.175478,0.0001490000000003988,0,0
"41.177.26.176",44765,"41.177.202.202",53,2,404,1,89,1,315,30.292082,0.00015600000000048908,0,0
"41.177.26.176",44766,"41.177.202.202",53,2,390,1,98,1,292,30.292721,0.00014200000000030855,0,0
"41.177.26.176",44767,"41.177.202.202",53,2,390,1,98,1,292,30.293595,0.00014200000000030855,0,0
"41.177.26.176",44768,"41.177.202.202",53,2,319,1,87,1,232,30.415748,0.00013299999999816237,0,0
"41.177.26.176",44769,"41.177.202.202",53,2,346,1,90,1,256,30.444626,0.0001490000000003988,0,0
"41.177.26.176",44770,"41.177.202.202",53,2,319,1,87,1,232,30.445255,0.00014600000000086766,0,0
"41.177.26.176",44771,"41.177.202.202",53,2,319,1,87,1,232,30.446925,0.00013699999999872148,0,0
"41.177.26.176",44772,"41.177.202.202",53,2,319,1,87,1,232,30.4663,0.00014799999999937086,0,0
"41.177.26.176",44773,"41.177.202.202",53,2,346,1,90,1,256,30.470655,0.00013799999999974943,0,0
"41.177.26.176",44774,"41.177.202.202",53,2,319,1,87,1,232,30.471213,0.0001390000000007774,0,0
"41.177.26.176",44775,"41.177.202.202",53,2,319,1,87,1,232,30.472179,0.00013599999999769352,0,0
"41.177.26.176",44776,"41.177.202.202",53,2,319,1,87,1,232,30.480011,0.0001409999999992806,0,0
"41.177.26.176",44777,"41.177.202.202",53,2,346,1,90,1,256,30.482654,0.00014399999999881175,0,0
"41.177.26.176",44778,"41.177.202.202",53,2,319,1,87,1,232,30.483192,0.0001370000000022742,0,0
"41.177.26.176",44779,"41.177.202.202",53,2,319,1,87,1,232,30.484065,0.00013599999999769352,0,0
"41.177.26.176",44780,"41.177.202.202",53,2,404,1,89,1,315,30.561568,0.00017399999999767601,0,0
"41.177.26.176",44781,"41.177.202.202",53,2,390,1,98,1,292,30.562197,0.0001490000000003988,0,0
